dataset	turn_id	response_type	base_model	tuning	user_experience	user_direction	user_response	not_generic	valid	related	informative	naive	savvy	reasons	informative	comment
treccast	cast-140-1-9	generated	Llama-2-13b-hf	none	savvy	reasons	What is the name of the town?	1	1	1	0	0	0	0	0	
treccast	cast-140-1-9	generated	Llama-2-13b-hf	nudged-questions	none	none	What is the best time to visit Calabar?	1	1	1	1	0	0	0	1	
treccast	cast-140-1-9	generated	Llama-2-13b-hf	treccast	none	none	what about shopping?	1	1	1	1	0	0	0	1	
treccast	cast-140-1-9	generated	Llama-2-7b-hf	inquisitive	none	none	How was Calabar a slave trading port?	1	1	1	1	0	0	1	1	
treccast	cast-140-1-9	generated	Llama-2-7b-hf	none	none	none	What is the amazing primate sanctuaries outside of the town?	1	1	1	1	0	0	0	1	
treccast	cast-140-1-9	generated	Llama-2-7b-hf	nudged-questions	none	none	What is the best place to visit in Nigeria?	1	1	1	0	0	0	0	0	
treccast	cast-140-1-9	generated	Llama-2-7b-hf	treccast	none	none	What are some other great places to visit in Nigeria?	1	1	1	1	0	0	0	1	
treccast	cast-140-1-9	original	none	none	none	none	Duke town. I’m intrigued. Tell me more.	1	1	1	1	0	0	0	1	
treccast	cast-140-2-3	generated	alpaca-7b	inquisitive	none	none	What is an ethnic group and how many ethnic groups are in Nigeria?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-3	generated	alpaca-7b	none	naive	implications	What are some of the natural attractions in Nigeria?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-3	generated	alpaca-7b	none	naive	reasons	What are some of the most popular tourist destinations in Nigeria?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-3	generated	alpaca-7b	none	none	none	What infrastructure and services are in place for tourists in Nigeria?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-3	generated	alpaca-7b	none	savvy	implications	What steps are being taken to improve the tourism industry in Nigeria?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-3	generated	alpaca-7b	none	savvy	reasons	Does tourism have a positive economic impact on the country?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-3	generated	alpaca-7b	nudged-questions	none	none	Does the World Travel and Tourism Council have any statistics on tourism in Nigeria?	1	1	1	0	0	0	0	0	
treccast	cast-140-2-3	generated	alpaca-7b	treccast	none	none	So, what are some of these events?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-3	generated	gpt-4	none	naive	implications	How does the revenue from tourism in Nigeria compare to other countries in Africa?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-3	generated	gpt-4	none	naive	reasons	How do these natural and event attractions impact the local communities?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-3	generated	gpt-4	none	none	none	What percentage of Nigeria's gross domestic product was contributed by tourism in recent years?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-3	generated	gpt-4	none	none	none	What percentage of Nigeria's gross domestic product was contributed by tourism in recent years?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-3	generated	gpt-4	none	none	none	What percentage of Nigeria's gross domestic product was contributed by tourism in recent years?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-3	generated	gpt-4	none	savvy	implications	Did it increase or decrease, and what factors could have contributed to this change?	0	1	0	1	0	0	1	1	
treccast	cast-140-2-3	generated	gpt-4	none	savvy	reasons	How does the 6% contribution of tourism to Nigeria's GDP compare to other countries?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-3	generated	Llama-2-13b-hf	inquisitive	naive	implications	How does tourism and travel account for 6% of the gross domestic product?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-3	generated	Llama-2-13b-hf	inquisitive	naive	reasons	Why is the quality of these things poor?	1	1	1	1	0	0	1	1	
treccast	cast-140-2-3	generated	Llama-2-13b-hf	inquisitive	none	none	What are some of the events that are popular in Nigeria?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-3	generated	Llama-2-13b-hf	inquisitive	savvy	implications	Why are the roads in Nigeria poor?	1	1	1	1	0	0	1	1	
treccast	cast-140-2-3	generated	Llama-2-13b-hf	inquisitive	savvy	reasons	Why is the country's electricity, roads, and water quality so poor?	1	1	1	1	0	0	1	1	
treccast	cast-140-2-3	generated	Llama-2-13b-hf	none	naive	implications	What is savannah?	1	1	1	1	0	0	0	1	example for naive
treccast	cast-140-2-3	generated	Llama-2-13b-hf	none	naive	reasons	What does "centers largely on events" mean?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-3	generated	Llama-2-13b-hf	none	none	none	What is gross domestic product?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-3	generated	Llama-2-13b-hf	none	savvy	implications	What is the estimated revenue related to tourism and travel in Nigeria?	1	1	1	0	0	0	0	0	
treccast	cast-140-2-3	generated	Llama-2-13b-hf	none	savvy	reasons	What are the reasons for the country's ample amount of ethnic groups?	1	1	1	1	0	0	1	1	
treccast	cast-140-2-3	generated	Llama-2-13b-hf	nudged-questions	none	none	What is the most popular natural attraction in Nigeria?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-3	generated	Llama-2-13b-hf	treccast	none	none	what are the different religions?	1	1	0	1	0	0	0	1	
treccast	cast-140-2-3	generated	Llama-2-7b-hf	inquisitive	none	none	Why does the country have poor electricity, roads, and water quality?	1	1	1	1	0	0	1	1	
treccast	cast-140-2-3	generated	Llama-2-7b-hf	none	none	none	What is the name of the country?	1	1	1	0	0	0	0	0	
treccast	cast-140-2-3	generated	Llama-2-7b-hf	nudged-questions	none	none	What is the main attraction of Nigeria?	1	1	1	1	0	0	1	1	
treccast	cast-140-2-3	generated	Llama-2-7b-hf	treccast	none	none	what are some of the things that they can do to improve the economy?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-3	original	none	none	none	none	How’s the sector managed?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-5	generated	alpaca-7b	inquisitive	none	none	How much money is being invested into tourism in Nigeria?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-5	generated	alpaca-7b	none	naive	implications	Follow-up questions: What does the NTDC do?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-5	generated	alpaca-7b	none	naive	reasons	What are the main objectives of the NTDC?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-5	generated	alpaca-7b	none	none	none	Are there specific strategies in place to promote tourism in the country?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-5	generated	alpaca-7b	none	savvy	implications	How has the NTDC's work impacted or contributed to the tourism industry in Nigeria?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-5	generated	alpaca-7b	none	savvy	reasons	What challenges has the corporation faced in carrying out its duties?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-5	generated	alpaca-7b	nudged-questions	none	none	How does the Nigerian tourism industry compare to other tourist destinations?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-5	generated	alpaca-7b	treccast	none	none	Can you explain the history of tourism in Nigeria as well?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-5	generated	gpt-4	none	naive	implications	What kind of improvements or changes has the NTDC brought about in Nigeria's tourism industry?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-5	generated	gpt-4	none	naive	reasons	How does the Nigerian Tourism Development Corporation contribute to the development of the country's tourism?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-5	generated	gpt-4	none	none	none	How does NTDC work with the Ministry of Culture, Tourism, and National Orientation?	1	1	1	0	0	0	0	0	
treccast	cast-140-2-5	generated	gpt-4	none	none	none	How does NTDC work with the Ministry of Culture, Tourism, and National Orientation?	1	1	1	0	0	0	0	0	
treccast	cast-140-2-5	generated	gpt-4	none	none	none	How does NTDC work with the Ministry of Culture, Tourism, and National Orientation?	1	1	1	0	0	0	0	0	
treccast	cast-140-2-5	generated	gpt-4	none	savvy	implications	What kind of support or cooperation does NTDC receive from the local communities and other stakeholders in promoting tourism?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-5	generated	gpt-4	none	savvy	reasons	Can you provide any examples of successful tourism projects that the NTDC has been involved in?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-5	generated	Llama-2-13b-hf	inquisitive	naive	implications	What does the Nigerian Tourism Development Corporation do?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-5	generated	Llama-2-13b-hf	inquisitive	naive	reasons	How many employees does the NTDC have?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-5	generated	Llama-2-13b-hf	inquisitive	none	none	What is the Nigerian state?	1	1	1	0	0	0	0	0	
treccast	cast-140-2-5	generated	Llama-2-13b-hf	inquisitive	savvy	implications	What is the Ministry of Culture, Tourism, and National Orientation?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-5	generated	Llama-2-13b-hf	inquisitive	savvy	reasons	What is the Nigerian Tourism Development Corporation?	1	1	1	0	0	0	0	0	
treccast	cast-140-2-5	generated	Llama-2-13b-hf	none	naive	implications	What is the name of the agency responsible for the overall development of the country's tourism?	1	1	1	0	0	0	0	0	
treccast	cast-140-2-5	generated	Llama-2-13b-hf	none	naive	reasons	What is the role of the Ministry of Culture, Tourism, and National Orientation in the development of tourism in Nigeria?	1	1	1	0	0	0	0	0	
treccast	cast-140-2-5	generated	Llama-2-13b-hf	none	none	none	What is the relationship between NTDC and the Ministry of Culture, Tourism, and National Orientation?	1	1	1	0	0	0	0	0	
treccast	cast-140-2-5	generated	Llama-2-13b-hf	none	savvy	implications	What are the implications of the agency being responsible for the development of tourism?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-5	generated	Llama-2-13b-hf	none	savvy	reasons	What is the responsibility of the ministry?	1	1	1	1	0	0	1	1	
treccast	cast-140-2-5	generated	Llama-2-13b-hf	nudged-questions	none	none	What is the role of NTDC in the country's tourism?	1	1	1	0	0	0	0	0	
treccast	cast-140-2-5	generated	Llama-2-13b-hf	treccast	none	none	What are the people like?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-5	generated	Llama-2-7b-hf	inquisitive	none	none	What does the Nigerian state do?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-5	generated	Llama-2-7b-hf	none	none	none	What is the purpose of the NTDC?	1	1	1	1	0	0	1	1	
treccast	cast-140-2-5	generated	Llama-2-7b-hf	nudged-questions	none	none	What is the main goal of the Nigerian Tourism Development Corporation?	1	1	1	0	0	0	1	0	
treccast	cast-140-2-5	generated	Llama-2-7b-hf	treccast	none	none	What are some of the best tourist attractions?	1	1	1	1	0	0	0	1	
treccast	cast-140-2-5	original	none	none	none	none	What’s an example of one of their initiatives?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-10	generated	alpaca-7b	inquisitive	none	none	Why are Ghanaians defensive?	1	1	1	0	0	0	1	0	
treccast	cast-140-4-10	generated	alpaca-7b	none	naive	implications	How have social media platforms like Facebook been used to fuel the debate between the two countries?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-10	generated	alpaca-7b	none	naive	reasons	Why?	0	1	1	1	0	0	1	1	
treccast	cast-140-4-10	generated	alpaca-7b	none	none	none	What impact has the debate had on both countries?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-10	generated	alpaca-7b	none	savvy	implications	Are there any other ways that Jollof Rice has been incorporated into international cuisine?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-10	generated	alpaca-7b	none	savvy	reasons	How have social media platforms been leveraged in the debate?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-10	generated	alpaca-7b	nudged-questions	none	none	How do people make the Jollof rice?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-10	generated	alpaca-7b	treccast	none	none	Tell me about the history of Jollof rice?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-10	generated	gpt-4	none	naive	implications	Can you share more about the incident in 2016 with Facebook owner Mark Zuckerberg?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-10	generated	gpt-4	none	naive	reasons	Why is there a Jollof Rice Day on August 22?	1	1	1	1	0	0	1	1	
treccast	cast-140-4-10	generated	gpt-4	none	none	none	Are any other West African countries involved in the Jollof rice debate?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-10	generated	gpt-4	none	none	none	Are any other West African countries involved in the Jollof rice debate?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-10	generated	gpt-4	none	none	none	Are any other West African countries involved in the Jollof rice debate?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-10	generated	gpt-4	none	savvy	implications	How did the debate between the two jollof rice variations start and how has it evolved over time?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-10	generated	gpt-4	none	savvy	reasons	Could you elaborate more on the ingredients and cooking process used in Nigerian and Ghanian Jollof rice?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-10	generated	Llama-2-13b-hf	inquisitive	naive	implications	Why is there a debate between Nigerian and Ghanian Jollof rice?	1	1	1	1	0	0	1	1	
treccast	cast-140-4-10	generated	Llama-2-13b-hf	inquisitive	naive	reasons	Why is there a debate?	1	1	1	1	0	0	1	1	
treccast	cast-140-4-10	generated	Llama-2-13b-hf	inquisitive	none	none	What is the difference between Nigerian and Ghanian Jollof rice?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-10	generated	Llama-2-13b-hf	inquisitive	savvy	implications	Why?	0	1	1	1	0	0	1	1	
treccast	cast-140-4-10	generated	Llama-2-13b-hf	inquisitive	savvy	reasons	Why?	0	1	1	1	0	0	1	1	
treccast	cast-140-4-10	generated	Llama-2-13b-hf	none	naive	implications	Why is Jollof Rice Day celebrated on August 22?	1	1	0	1	0	0	1	1	
treccast	cast-140-4-10	generated	Llama-2-13b-hf	none	naive	reasons	What is the reason why Ghanian says the grains in Nigerian Jollof rice are too fat and tasteless?	1	1	1	1	0	0	1	1	
treccast	cast-140-4-10	generated	Llama-2-13b-hf	none	none	none	Why?	0	1	1	1	0	0	1	1	
treccast	cast-140-4-10	generated	Llama-2-13b-hf	none	savvy	implications	What is the implication of the fact that the debate is so serious?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-10	generated	Llama-2-13b-hf	none	savvy	reasons	Why?	0	1	1	1	0	0	1	1	
treccast	cast-140-4-10	generated	Llama-2-13b-hf	nudged-questions	none	none	What is the difference between Nigerian and Ghanaian jollof rice?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-10	generated	Llama-2-13b-hf	treccast	none	none	What makes this so controversial?	1	1	1	1	0	0	1	1	
treccast	cast-140-4-10	generated	Llama-2-7b-hf	inquisitive	none	none	Why are the two dishes different?	1	1	1	1	0	0	1	1	
treccast	cast-140-4-10	generated	Llama-2-7b-hf	none	none	none	What is the debate about?	1	1	1	0	0	0	0	0	
treccast	cast-140-4-10	generated	Llama-2-7b-hf	nudged-questions	none	none	What are the differences between Nigerian and Ghanaian Jollof rice?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-10	generated	Llama-2-7b-hf	treccast	none	none	What other techniques can you use?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-10	original	none	none	none	none	Tell me how they’re different.	1	1	1	1	0	0	0	1	
treccast	cast-140-4-12	generated	alpaca-7b	inquisitive	none	none	Why is the firewood necessary to make party Jollof rice?	1	1	1	1	0	0	1	1	
treccast	cast-140-4-12	generated	alpaca-7b	none	naive	implications	Which country is Jollof rice most popular in?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-12	generated	alpaca-7b	none	naive	reasons	Are there other differences in the ingredients or methods used to cook the two types of Jollof rice?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-12	generated	alpaca-7b	none	none	none	What are the differences between Ghanian Jollof and Thai Jasmine rice?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-12	generated	alpaca-7b	none	savvy	implications	Are there any additional spices used in Ghanian Jollof in comparison to Nigerian Jollof?	1	1	1	0	0	0	0	0	
treccast	cast-140-4-12	generated	alpaca-7b	none	savvy	reasons	What type of rice is used for the Ghanian Jollof and why?	1	1	1	1	0	0	1	1	
treccast	cast-140-4-12	generated	alpaca-7b	nudged-questions	none	none	How does cooking over firewood make a dish smoky?	1	1	1	1	0	0	1	1	
treccast	cast-140-4-12	generated	alpaca-7b	treccast	none	none	How is it traditionally served?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-12	generated	gpt-4	none	naive	implications	How does the bay leaf contribute to the rich smoky flavor of Nigerian Jollof?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-12	generated	gpt-4	none	naive	reasons	Why is Basmati rice aka Thai Jasmine rice, used for Ghanian Jollof instead of a native Ghanian rice?	1	1	1	1	0	0	1	1	
treccast	cast-140-4-12	generated	gpt-4	none	none	none	What is shito and what are its ingredients?	1	1	1	0	0	0	0	0	
treccast	cast-140-4-12	generated	gpt-4	none	none	none	What is shito and what are its ingredients?	1	1	1	0	0	0	0	0	
treccast	cast-140-4-12	generated	gpt-4	none	none	none	What is shito and what are its ingredients?	1	1	1	0	0	0	0	0	
treccast	cast-140-4-12	generated	gpt-4	none	savvy	implications	What other characteristics do basmati rice have, apart from its higher starch content and aromatic smell?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-12	generated	gpt-4	none	savvy	reasons	How does the absence of parboiling in Ghanian Jollof rice preparation affect the overall cooking time compared to the Nigerian method?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-12	generated	Llama-2-13b-hf	inquisitive	naive	implications	What is the significance of the bay leaf?	1	1	1	1	0	0	1	1	
treccast	cast-140-4-12	generated	Llama-2-13b-hf	inquisitive	naive	reasons	What is the purpose of the shito?	1	1	1	1	0	0	1	1	
treccast	cast-140-4-12	generated	Llama-2-13b-hf	inquisitive	none	none	Why is the rice spicier?	1	1	1	1	0	0	1	1	
treccast	cast-140-4-12	generated	Llama-2-13b-hf	inquisitive	savvy	implications	What is the origin of the name Jollof?	1	1	1	1	0	0	1	1	
treccast	cast-140-4-12	generated	Llama-2-13b-hf	inquisitive	savvy	reasons	What is the significance of the bay leaf?	1	1	1	1	0	0	1	1	
treccast	cast-140-4-12	generated	Llama-2-13b-hf	none	naive	implications	How is Ghanian Jollof rice spicier than Nigerian Jollof rice?	1	1	1	1	0	0	1	1	
treccast	cast-140-4-12	generated	Llama-2-13b-hf	none	naive	reasons	What is the purpose of washing rice a second time?	1	1	1	1	0	0	1	1	
treccast	cast-140-4-12	generated	Llama-2-13b-hf	none	none	none	What is the significance of the parboiling process?	1	1	1	1	0	0	1	1	
treccast	cast-140-4-12	generated	Llama-2-13b-hf	none	savvy	implications	What is the difference between long grain parboiled rice and basmati rice?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-12	generated	Llama-2-13b-hf	none	savvy	reasons	What are the differences in the flavor?	1	1	1	0	0	0	0	0	
treccast	cast-140-4-12	generated	Llama-2-13b-hf	nudged-questions	none	none	What is the most popular jollof rice in Nigeria?	1	1	1	0	0	0	0	0	
treccast	cast-140-4-12	generated	Llama-2-13b-hf	treccast	none	none	How do I make it at home?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-12	generated	Llama-2-7b-hf	inquisitive	none	none	How does the rice get burned at the bottom?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-12	generated	Llama-2-7b-hf	none	none	none	What is the difference in the appearance of the two Jollof rice?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-12	generated	Llama-2-7b-hf	nudged-questions	none	none	What is the method of cooking for Nigerian Jollof rice?	1	1	1	0	0	0	0	0	
treccast	cast-140-4-12	generated	Llama-2-7b-hf	treccast	none	none	Which one would you make if you were cooking for someone who has never tried Jollof before?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-12	original	none	none	none	none	So what region did it originate from?	1	0	1	1	0	0	0	1	
treccast	cast-140-4-16	generated	alpaca-7b	inquisitive	none	none	What are yam flour and why are they used for this dish?	1	1	1	1	0	0	1	1	
treccast	cast-140-4-16	generated	alpaca-7b	none	naive	implications	What kitchen appliances can be used to make pounded yams?	1	1	1	0	0	0	0	0	
treccast	cast-140-4-16	generated	alpaca-7b	none	naive	reasons	How do you make pounded yams with a hand mixer or a blender?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-16	generated	alpaca-7b	none	none	none	What is it?	0	1	1	1	0	0	0	1	
treccast	cast-140-4-16	generated	alpaca-7b	none	savvy	implications	What is the purpose of pounding the yams?	1	1	1	1	0	0	1	1	
treccast	cast-140-4-16	generated	alpaca-7b	none	savvy	reasons	How long does it take for yams to cook?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-16	generated	alpaca-7b	nudged-questions	none	none	What are yams?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-16	generated	alpaca-7b	treccast	none	none	What is it?	0	1	1	1	0	0	0	1	
treccast	cast-140-4-16	generated	gpt-4	none	naive	implications	Does it refer only to dishes made from yam?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-16	generated	gpt-4	none	naive	reasons	What does the term "fufu" mean?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-16	generated	gpt-4	none	none	none	Is yam flour significantly different from actual yams in terms of taste or texture when used in dishes?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-16	generated	gpt-4	none	none	none	Is yam flour significantly different from actual yams in terms of taste or texture when used in dishes?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-16	generated	gpt-4	none	none	none	Is yam flour significantly different from actual yams in terms of taste or texture when used in dishes?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-16	generated	gpt-4	none	savvy	implications	How does the taste of pounded yam vary with the use of a hand mixer, blender or yam flour?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-16	generated	gpt-4	none	savvy	reasons	Could you clarify how comparing pounded yams to mashed potatoes may be considered a disservice to the dish?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-16	generated	Llama-2-13b-hf	inquisitive	naive	implications	What is it?	0	1	1	1	0	0	0	1	
treccast	cast-140-4-16	generated	Llama-2-13b-hf	inquisitive	naive	reasons	How do you make pounded yams?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-16	generated	Llama-2-13b-hf	inquisitive	none	none	What is efo?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-16	generated	Llama-2-13b-hf	inquisitive	savvy	implications	What is it?	0	1	1	1	0	0	0	1	
treccast	cast-140-4-16	generated	Llama-2-13b-hf	inquisitive	savvy	reasons	What is a mortar and pestle?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-16	generated	Llama-2-13b-hf	none	naive	implications	What are some popular dishes made with efo?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-16	generated	Llama-2-13b-hf	none	naive	reasons	How is it cooked?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-16	generated	Llama-2-13b-hf	none	none	none	What is efo?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-16	generated	Llama-2-13b-hf	none	savvy	implications	How is pounded yam served?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-16	generated	Llama-2-13b-hf	none	savvy	reasons	What is it?	0	1	1	1	0	0	0	1	
treccast	cast-140-4-16	generated	Llama-2-13b-hf	nudged-questions	none	none	How is pounded yam different from fufu?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-16	generated	Llama-2-13b-hf	treccast	none	none	What is the fourth one?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-16	generated	Llama-2-7b-hf	inquisitive	none	none	What is efo?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-16	generated	Llama-2-7b-hf	none	none	none	What is jollof rice?	1	1	0	1	0	0	0	1	
treccast	cast-140-4-16	generated	Llama-2-7b-hf	nudged-questions	none	none	What is the taste of pounded yam?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-16	generated	Llama-2-7b-hf	treccast	none	none	What else is Indonesian food?	1	1	0	1	0	0	0	1	
treccast	cast-140-4-16	original	none	none	none	none	Is there a third?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-4	generated	alpaca-7b	inquisitive	none	none	What kind of plantains are used?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-4	generated	alpaca-7b	none	naive	implications	Follow-up questions:  What other types of soups are popular in Nigerian cuisine?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-4	generated	alpaca-7b	none	naive	reasons	What are some of the sauces or soups usually served with the fufu recipes?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-4	generated	alpaca-7b	none	none	none	What types of vegetables can be used to prepare these soups and stews?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-4	generated	alpaca-7b	none	savvy	implications	How do the different types of food interact with the soup?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-4	generated	alpaca-7b	none	savvy	reasons	Are there any meats or seafood used in Nigerian cooking?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-4	generated	alpaca-7b	nudged-questions	none	none	What type of stews are typically cooked in the region?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-4	generated	alpaca-7b	treccast	none	none	I'm sure this is all fascinating to you, but why are these the most common types of fufu?	1	1	1	1	0	0	1	1	
treccast	cast-140-4-4	generated	gpt-4	none	naive	implications	What are some common Nigerian Soups recipes that these foods are eaten with?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-4	generated	gpt-4	none	naive	reasons	What are some typical Nigerian Soups recipes that accompany these foods?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-4	generated	gpt-4	none	none	none	Are there any special utensils or cooking methods used in the preparation of these foods?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-4	generated	gpt-4	none	none	none	Are there any special utensils or cooking methods used in the preparation of these foods?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-4	generated	gpt-4	none	none	none	Are there any special utensils or cooking methods used in the preparation of these foods?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-4	generated	gpt-4	none	savvy	implications	How are these meals typically served and eaten, considering most of them seem to be eaten in a specific way?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-4	generated	gpt-4	none	savvy	reasons	Can you illustrate with examples?	0	1	1	1	0	0	0	1	
treccast	cast-140-4-4	generated	Llama-2-13b-hf	inquisitive	naive	implications	What is Garri (Eba)?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-4	generated	Llama-2-13b-hf	inquisitive	naive	reasons	What are the Nigerian Soups recipes?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-4	generated	Llama-2-13b-hf	inquisitive	none	none	What are the Nigerian Soups recipes?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-4	generated	Llama-2-13b-hf	inquisitive	savvy	implications	What is Jollof?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-4	generated	Llama-2-13b-hf	inquisitive	savvy	reasons	What is a Nigerian Soups recipes?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-4	generated	Llama-2-13b-hf	none	naive	implications	What is the difference between Nigerian porridge and Nigerian soups?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-4	generated	Llama-2-13b-hf	none	naive	reasons	What is the main food in Nigeria?	1	1	1	0	0	0	0	0	
treccast	cast-140-4-4	generated	Llama-2-13b-hf	none	none	none	What are the different forms of Nigerian food?	1	1	1	0	0	0	0	0	
treccast	cast-140-4-4	generated	Llama-2-13b-hf	none	savvy	implications	What is the most common Nigerian food eaten in homes?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-4	generated	Llama-2-13b-hf	none	savvy	reasons	What are the main foods in Nigeria?	1	1	1	0	0	0	0	0	
treccast	cast-140-4-4	generated	Llama-2-13b-hf	nudged-questions	none	none	What are the most common Nigerian foods eaten in homes?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-4	generated	Llama-2-13b-hf	treccast	none	none	What’s the most popular one?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-4	generated	Llama-2-7b-hf	inquisitive	none	none	What is the difference between the soups and the stews?	1	1	0	1	0	0	0	1	
treccast	cast-140-4-4	generated	Llama-2-7b-hf	none	none	none	What is fufu?	1	1	1	1	0	0	0	1	
treccast	cast-140-4-4	generated	Llama-2-7b-hf	nudged-questions	none	none	What are the foods in Nigerian food?	1	1	1	0	0	0	0	0	
